Ia_mean,Ia_std,Ia_max,Ia_min,Ib_mean,Ib_std,Ib_max,Ib_min,VDC_mean,VDC_std,VDC_max,VDC_min,IDC_mean,IDC_std,IDC_max,IDC_min,T1_mean,T1_std,T1_max,T1_min,T2_mean,T2_std,T2_max,T2_min,T3_mean,T3_std,T3_max,T3_min,Current_RMS_mean,Current_RMS_std,Current_RMS_max,Current_RMS_min,Temp_Max_mean,Temp_Max_std,Temp_Max_max,Temp_Max_min,Temp_Avg_mean,Temp_Avg_std,Temp_Avg_max,Temp_Avg_min,Power_DC_mean,Power_DC_std,Power_DC_max,Power_DC_min,Temp_Diff_Max_mean,Temp_Diff_Max_std,Temp_Diff_Max_max,Temp_Diff_Max_min,Current_RMS_slope,Temp_Max_slope,VDC_slope,Impedance_mean,Current_min,Current_Delta,FDD,fault_type
547.7,42.9057,607.0,482.0,395.2,12.6386,424.0,385.0,-19.0616,4.7219,-12.219,-26.8817,507.1,0.7379,508.0,506.0,11.1536,0.0389,11.2361,11.0712,11.8233,0.1066,11.9808,11.6494,13.9968,0.3443,14.1568,13.0638,478.097,21.1533,512.4768,453.9273,13.9968,0.3443,14.1568,13.0638,12.3246,0.1257,12.4304,12.0108,6.9624,2.3241,11.9355,4.521,2.8432,0.3397,3.0031,1.9101,-6.88385,0.044367,0.710922,0.03987,453.9273,-58.5495,F0,normal
475.5,44.5876,544.0,409.0,436.9,43.9607,514.0,386.0,-15.6403,7.659,2.4438,-26.8817,506.6,0.8433,508.0,505.0,11.1454,0.0261,11.1536,11.0712,11.8152,0.2277,12.2299,11.3187,14.1062,0.1446,14.3259,13.8193,458.5003,6.0229,471.663,453.0,14.1062,0.1446,14.3259,13.8193,12.3556,0.1208,12.5134,12.0697,6.4018,3.5223,11.9355,-0.9042,2.9608,0.1278,3.1723,2.7481,-0.723669,-0.018396,0.977517,0.034112,453.0,-7.1864,F0,normal
417.7,27.536,469.0,389.0,511.8,48.1013,581.0,439.0,-18.5728,9.2305,2.4438,-26.8817,505.6,1.7764,507.0,501.0,11.2695,0.3198,12.1468,11.0712,11.9315,0.3569,12.7296,11.3187,14.1146,0.1653,14.3259,13.8193,468.3957,14.6846,494.4097,453.0,14.1147,0.1653,14.3259,13.8193,12.4385,0.1987,12.7902,12.0697,9.0059,4.9875,17.9032,-0.9042,2.87,0.2321,3.1723,2.428,4.679532,0.008702,-0.088865,0.039652,453.0,40.162,F0,normal
396.2,11.7644,420.0,379.0,585.5,40.4564,630.0,523.0,-20.5279,4.6368,-12.219,-26.8817,506.0,1.9437,508.0,501.0,11.2777,0.3151,12.1468,11.1536,11.9396,0.2806,12.7296,11.815,13.9973,0.4838,14.3259,12.6462,500.1679,24.1117,533.6333,466.4402,13.9973,0.4837,14.3259,12.6462,12.4049,0.24,12.7902,11.8716,9.1144,3.6886,17.9032,5.0635,2.7445,0.4875,3.0877,1.4925,7.941564,-0.043218,0.6813,0.041042,466.4402,67.1931,F0,normal
429.7,40.9798,496.0,379.0,622.4,8.4354,630.0,602.0,-20.5279,3.2989,-17.1065,-26.8817,506.8,0.6325,508.0,506.0,11.1042,0.13,11.1536,10.7417,11.8482,0.058,11.9808,11.815,13.8037,0.5581,14.2413,12.6462,535.2378,18.8619,560.8819,503.0134,13.8037,0.5581,14.2413,12.6462,12.252,0.2032,12.4309,11.8716,7.9208,1.7404,11.9355,5.0635,2.6995,0.4987,3.0877,1.4925,6.171964,-0.011323,-0.325839,0.038353,503.0134,57.8685,F0,normal
500.4,45.2185,567.0,432.0,608.0,21.3437,628.0,566.0,-22.9717,5.5488,-17.1065,-31.7693,506.9,0.7379,508.0,506.0,11.063,0.1713,11.1536,10.7417,11.873,0.056,11.9808,11.815,13.9126,0.3706,14.1568,12.9801,557.7305,10.2157,567.1984,537.8197,13.9126,0.3706,14.1568,12.9801,12.2829,0.1561,12.4028,11.9009,8.5899,2.0304,11.9355,5.0635,2.8495,0.2723,3.1618,2.2384,3.136056,0.039226,-0.533191,0.041188,537.8197,28.6805,F0,normal
571.1,39.8621,619.0,509.0,552.2,46.4705,612.0,481.0,-21.5054,6.2888,-12.219,-31.7693,507.1,0.7379,508.0,506.0,11.0877,0.1443,11.1536,10.7417,11.7738,0.2789,11.8979,10.9887,14.0977,0.0894,14.2413,13.9036,563.2155,4.1065,567.1984,554.3113,14.0977,0.0894,14.2413,13.9036,12.3197,0.1097,12.4033,12.0716,7.6857,2.0659,11.7546,4.521,3.0264,0.095,3.1659,2.9187,-0.880603,0.01587,0.325839,0.038183,554.3113,-8.5497,F0,normal
612.5,12.869,623.0,582.0,475.4,45.8965,548.0,409.0,-20.5279,4.0238,-12.219,-26.8817,506.7,0.9487,508.0,505.0,11.1786,0.2728,11.8979,10.9064,11.7655,0.276,11.8979,10.9887,14.0725,0.2139,14.2413,13.4829,548.9961,15.1452,565.6152,521.669,14.0725,0.2139,14.2413,13.4829,12.3389,0.1046,12.4262,12.0716,8.0112,2.003,11.9355,4.521,2.9104,0.4753,3.2504,1.585,-4.882796,-0.001012,-0.799787,0.037392,521.669,-43.5867,F0,normal
606.8,18.0173,623.0,571.0,415.4,28.1985,467.0,388.0,-21.0166,3.0912,-17.1065,-26.8817,506.8,1.1353,509.0,505.0,11.1786,0.2728,11.8979,10.9064,11.8399,0.0559,11.8979,11.7322,13.9714,0.3069,14.1568,13.3151,520.0969,20.6795,550.5534,488.1521,13.9714,0.3069,14.1568,13.3151,12.33,0.1195,12.4262,12.0121,8.0655,2.1076,11.9355,4.8827,2.7928,0.4728,3.2504,1.585,-6.820858,-0.005096,-0.059243,0.040409,488.1521,-62.4013,F0,normal
560.5,39.6267,611.0,498.0,393.1,8.4255,411.0,381.0,-19.5503,3.456,-12.219,-21.9941,506.7,1.4181,509.0,505.0,11.0466,0.2632,11.1536,10.3308,11.7571,0.1872,11.8979,11.2361,14.0811,0.309,14.5801,13.3151,484.3978,22.1436,516.3918,456.5769,14.0812,0.3089,14.5801,13.3151,12.295,0.1245,12.4028,12.0121,7.6134,2.505,11.393,4.8827,3.0345,0.4625,4.2493,2.4087,-7.265392,0.02299,0.029622,0.04036,456.5769,-59.8149,F0,normal
489.5,45.8506,556.0,422.0,425.0,38.7184,492.0,381.0,-20.0391,4.1216,-12.219,-26.8817,507.0,2.1602,512.0,505.0,11.1126,0.2937,11.484,10.3308,11.7738,0.2475,12.1468,11.2361,14.1991,0.1452,14.5801,14.0723,460.0805,8.447,478.6084,452.8664,14.1991,0.1452,14.5801,14.0723,12.3618,0.1169,12.5134,12.154,7.1251,3.4609,11.393,-0.0,3.0865,0.4161,4.2493,2.7573,-2.179533,-0.012847,-0.355461,0.043556,452.8664,-20.2701,F0,normal
425.5,31.7394,480.0,393.0,497.8,49.0029,568.0,424.0,-20.5279,3.2989,-17.1065,-26.8817,507.2,1.8738,512.0,505.0,11.2114,0.1104,11.484,11.1536,11.8565,0.1669,12.1468,11.484,14.1483,0.0623,14.2413,14.0723,464.5663,12.4522,488.402,452.8664,14.1484,0.0623,14.2413,14.0723,12.4054,0.0788,12.5134,12.2366,7.0166,2.7857,9.7654,-0.0,2.9369,0.0851,3.0051,2.7573,3.89314,-0.004609,0.148109,0.044187,452.8664,35.5356,F0,normal
395.2,10.4329,410.0,378.0,575.6,43.3774,628.0,513.0,-21.0166,3.0912,-17.1065,-26.8817,506.5,0.9718,508.0,505.0,11.1454,0.082,11.3187,10.9887,11.8564,0.0586,11.9808,11.815,14.0724,0.1257,14.1568,13.7351,494.1035,23.7266,530.3225,463.9235,14.0724,0.1257,14.1568,13.7351,12.3581,0.0619,12.4304,12.2072,8.5538,2.1381,13.9247,6.3294,2.9269,0.0841,3.0031,2.7463,7.789001,-0.021475,-0.17773,0.042535,463.9235,66.399,F0,normal
419.7,35.4277,481.0,378.0,619.6,14.7513,629.0,583.0,-21.0166,5.5488,-12.219,-26.8817,506.0,1.0541,508.0,505.0,11.2614,0.404,12.3963,10.9887,11.8647,0.0428,11.8979,11.815,14.0556,0.2171,14.4106,13.651,529.4531,20.2291,557.1073,494.802,14.0556,0.2171,14.4106,13.651,12.3939,0.1164,12.6484,12.2072,9.4399,3.4658,13.9247,4.521,2.844,0.3981,3.1744,1.7531,6.610311,0.021515,0.829408,0.039695,494.802,62.3053,F0,normal
486.0,45.1983,552.0,420.0,613.6,17.1736,629.0,580.0,-20.0391,6.1824,-12.219,-26.8817,505.7,0.8233,507.0,505.0,11.2779,0.3949,12.3963,11.0712,11.8816,0.2973,12.5628,11.3187,14.0641,0.2368,14.4106,13.651,554.3258,11.8031,566.1731,533.6333,14.0641,0.2368,14.4106,13.651,12.4079,0.115,12.6484,12.2097,9.458,3.5366,13.9247,4.521,2.836,0.4203,3.1744,1.7531,3.722486,0.003565,0.710922,0.03615,533.6333,32.5398,F0,normal
559.6,42.7816,613.0,495.0,564.9,42.6444,618.0,498.0,-20.0391,4.7219,-12.219,-26.8817,505.9,0.7379,507.0,505.0,11.1454,0.0261,11.1536,11.0712,11.8816,0.3244,12.5628,11.3187,14.1402,0.2871,14.835,13.651,563.7074,2.9835,567.0035,558.468,14.1402,0.2871,14.835,13.651,12.3891,0.1053,12.6012,12.2097,9.0239,2.3968,13.9247,5.4252,2.9948,0.2888,3.6814,2.4973,0.012295,0.00921,0.473948,0.035549,558.468,-1.4199,F0,normal
608.7,18.3609,625.0,569.0,490.2,47.581,565.0,423.0,-20.0391,3.4174,-17.1065,-26.8817,506.7,0.9487,508.0,505.0,11.1536,0.0,11.1536,11.1536,11.8234,0.2009,12.2299,11.4013,14.1739,0.2357,14.835,14.0723,553.5538,13.1016,567.0035,528.9698,14.1739,0.2357,14.835,14.0723,12.3837,0.1039,12.6012,12.2091,7.7942,1.7059,11.9355,6.3294,3.0203,0.2357,3.6814,2.9187,-4.177584,-0.036993,0.118487,0.036201,528.9698,-38.0337,F0,normal
611.8,14.2579,625.0,580.0,423.1,33.7654,481.0,387.0,-17.1065,3.9907,-12.219,-21.9941,506.8,1.1353,508.0,505.0,11.1867,0.1045,11.484,11.1536,11.7654,0.1958,11.8979,11.4013,14.5004,1.0235,17.3368,14.0723,526.1909,20.6582,554.3113,493.036,14.5004,1.0235,17.3368,14.0723,12.4842,0.3707,13.4628,12.2091,6.5103,1.7408,8.8612,3.6168,3.3137,1.0168,6.1832,2.9187,-6.802253,0.062441,0.829408,0.03251,493.036,-61.2753,F0,normal
570.5,38.1029,616.0,508.0,392.3,7.8181,409.0,383.0,-19.5503,8.6975,-12.219,-41.5445,506.4,1.075,508.0,505.0,11.2445,0.1761,11.6494,11.1536,11.8068,0.1483,11.8979,11.4013,14.6278,1.0434,17.3368,14.0723,489.7686,23.3894,522.8465,456.3266,14.6278,1.0434,17.3368,14.0723,12.5597,0.3804,13.4628,12.2091,8.0655,3.4651,15.3715,3.6168,3.3833,1.0168,6.1832,2.9187,-7.711093,-0.16981,-0.977517,0.039917,456.3266,-66.5199,F0,normal
501.6,45.3436,569.0,434.0,416.1,33.0234,475.0,383.0,-21.5054,7.4481,-17.1065,-41.5445,506.5,1.0801,508.0,505.0,11.261,0.2063,11.6494,11.1536,12.0822,0.7005,14.0723,11.815,14.242,0.3965,15.3469,14.0723,462.2356,11.7907,486.9831,453.7455,14.242,0.3965,15.3469,14.0723,12.5284,0.273,13.0994,12.347,8.6261,2.8683,15.3715,6.3294,2.981,0.2653,3.6975,2.6765,-3.35142,-0.071058,1.629195,0.046525,453.7455,-32.021,F0,normal
434.4,35.9388,493.0,394.0,483.7,48.8036,553.0,411.0,-20.0391,4.1216,-17.1065,-26.8817,506.6,1.1738,508.0,505.0,11.162,0.2348,11.6494,10.6595,12.0905,0.6974,14.0723,11.815,14.1399,0.1039,14.3259,14.0723,461.4195,9.4054,480.1276,453.7455,14.1399,0.1039,14.3259,14.0723,12.4641,0.2401,13.0994,12.2944,7.8847,1.8268,11.393,6.3294,2.9779,0.256,3.6664,2.6765,2.851524,-0.005125,-0.296217,0.043429,453.7455,26.2719,F0,normal
395.5,13.1508,423.0,376.0,562.2,45.4112,625.0,493.0,-21.0166,6.4348,-7.3314,-26.8817,506.7,1.0593,508.0,505.0,11.1125,0.1613,11.2361,10.6595,11.8068,0.1483,11.8979,11.4013,14.1145,0.0913,14.3259,13.9879,486.6489,21.6852,521.6747,459.3354,14.1146,0.0913,14.3259,13.9879,12.3446,0.0587,12.4303,12.2091,8.2283,3.0479,13.9247,2.7126,3.0021,0.2383,3.6664,2.8343,7.10329,-0.015881,0.236974,0.043186,459.3354,62.3393,F0,normal
411.5,30.6821,466.0,376.0,613.3,21.3544,629.0,567.0,-21.9941,6.9121,-7.3314,-31.7693,506.8,1.1353,509.0,505.0,11.1536,0.0,11.1536,11.1536,11.6911,0.3378,11.8979,10.824,14.0892,0.0534,14.1568,13.9879,522.4344,21.7474,551.8297,487.4182,14.0892,0.0534,14.1568,13.9879,12.3113,0.1163,12.4028,12.0166,8.4633,3.471,14.1056,2.7126,2.9685,0.1117,3.2483,2.8343,7.149711,0.012285,-0.770165,0.042099,487.4182,64.4115,F0,normal
474.2,44.9439,540.0,409.0,617.7,12.4012,629.0,594.0,-27.3705,10.9168,-17.1065,-56.2072,505.7,4.5717,509.0,493.0,11.1702,0.0853,11.4013,11.0712,11.7165,0.5229,12.5628,10.824,14.1233,0.2617,14.665,13.5669,551.3835,13.4933,567.6425,528.7518,14.1233,0.2617,14.665,13.5669,12.3366,0.2508,12.6547,11.8207,12.5323,9.557,37.7957,5.9677,3.0108,0.1525,3.2637,2.7429,4.378428,0.003109,-0.503569,0.04964,528.7518,38.8907,F0,normal
547.9,43.6131,610.0,482.0,576.4,38.9963,624.0,509.0,-24.9267,11.5661,-17.1065,-56.2072,505.2,4.3919,508.0,493.0,11.1867,0.0969,11.4013,11.0712,11.8238,0.4174,12.5628,10.824,14.1741,0.3156,14.665,13.5669,563.6906,3.1446,567.6425,557.5392,14.1741,0.3156,14.665,13.5669,12.3949,0.235,12.6547,11.8207,12.2972,9.4261,37.7957,6.5103,3.0121,0.2031,3.3417,2.6657,0.581378,-0.009319,2.192008,0.04422,557.5392,4.2352,F0,normal
602.3,24.4861,623.0,555.0,504.7,47.4671,576.0,437.0,-19.5503,4.1536,-12.219,-26.8817,506.0,0.9428,507.0,504.0,11.1454,0.1061,11.3187,10.9064,11.8482,0.0428,11.8979,11.815,14.1316,0.2033,14.4953,13.8193,556.7085,10.6986,566.083,536.3623,14.1316,0.2033,14.4953,13.8193,12.3751,0.0875,12.5156,12.2626,8.6442,2.1496,13.0205,5.4252,2.9862,0.2016,3.3417,2.6657,-3.270023,-0.032308,0.029622,0.035118,536.3623,-29.2352,F0,normal
614.4,10.6896,623.0,589.0,433.8,37.0129,492.0,389.0,-21.0166,4.4914,-12.219,-26.8817,506.0,0.9428,507.0,504.0,11.1372,0.0936,11.2361,10.9064,11.8233,0.0611,11.8979,11.7322,14.1915,0.4569,15.4324,13.7351,532.1117,19.9997,560.2254,499.1202,14.1915,0.4569,15.4324,13.7351,12.384,0.1668,12.828,12.207,9.2952,2.291,13.0205,5.4252,3.0543,0.4617,4.2788,2.5815,-6.582049,0.072156,-0.118487,0.039497,499.1202,-61.1052,F0,normal
580.1,34.7129,621.0,521.0,394.5,11.7402,421.0,381.0,-19.0616,4.1216,-12.219,-26.8817,506.4,0.9661,508.0,505.0,11.1372,0.0851,11.2361,10.9064,11.815,0.0873,11.8979,11.6494,14.1221,1.3468,16.3792,11.0712,496.1451,23.977,530.5101,460.1853,14.2048,1.1496,16.3792,11.8979,12.3581,0.4531,13.1436,11.3742,7.957,2.3455,11.9355,4.521,3.0758,1.1276,5.2256,0.8267,-7.891443,0.016117,1.007139,0.038419,460.1853,-70.3248,F0,normal
515.4,44.7591,582.0,450.0,407.9,26.9833,458.0,381.0,-15.6403,4.0238,-7.3314,-21.9941,506.3,1.2517,508.0,504.0,11.1289,0.0782,11.1536,10.9064,11.7489,0.2489,11.8979,11.0712,14.0113,1.2623,16.3792,11.0712,465.8756,14.8652,494.6049,452.6218,14.094,1.0591,16.3792,11.8979,12.2964,0.4258,13.1436,11.3742,6.5283,2.2449,11.393,4.3402,2.9816,1.0378,5.2256,0.8267,-4.508051,0.030153,0.207352,0.033572,452.6218,-40.5873,F0,normal
445.4,39.9755,511.0,397.0,469.8,48.1151,540.0,401.0,-17.5953,7.4481,-7.3314,-31.7693,506.6,1.7127,510.0,504.0,11.1537,0.1555,11.484,10.824,11.7738,0.2503,11.8979,11.0712,14.0893,0.1631,14.4106,13.7351,459.6361,6.8473,473.9246,452.6218,14.0893,0.1631,14.4106,13.7351,12.3389,0.1352,12.5975,12.099,6.6188,2.905,11.7546,3.6168,2.9438,0.0406,3.0031,2.9111,1.711508,-0.002025,-0.444326,0.038281,452.6218,14.6197,F0,normal
400.5,16.0848,434.0,382.0,549.2,47.5787,621.0,478.0,-18.5728,6.5371,-12.219,-31.7693,507.0,1.633,510.0,505.0,11.1785,0.1606,11.484,10.824,12.0153,0.6041,13.651,11.3187,14.0808,0.1614,14.4106,13.7351,481.4007,21.0522,517.0285,456.5304,14.0809,0.1614,14.4106,13.7351,12.4249,0.2318,12.9865,12.1523,6.6911,2.9727,11.7546,3.6168,2.9024,0.0351,2.9266,2.8361,6.847119,0.004566,0.6813,0.038581,456.5304,60.4981,F0,normal
406.0,23.6079,450.0,382.0,607.4,27.2772,628.0,554.0,-20.0391,4.7219,-12.219,-26.8817,506.4,1.075,509.0,505.0,11.1949,0.0435,11.2361,11.1536,12.0319,0.6191,13.651,11.3187,14.1825,0.2912,15.0053,14.0723,516.7497,22.1281,545.7238,480.7037,14.1825,0.2912,15.0053,14.0723,12.4698,0.2202,12.9865,12.209,8.4272,2.8685,11.9355,3.7977,2.9876,0.2796,3.7692,2.8361,7.252952,0.0252,-1.125626,0.038779,480.7037,65.0201,F0,normal
460.6,44.9919,525.0,391.0,621.2,9.7045,628.0,600.0,-21.0166,5.0479,-12.219,-26.8817,506.8,1.3984,509.0,505.0,11.1867,0.0696,11.3187,11.0712,11.898,0.2212,12.3131,11.5666,14.024,0.7572,15.0053,12.0638,547.5165,14.9028,563.7486,521.8989,14.024,0.7572,15.0053,12.0638,12.3696,0.2733,12.6855,11.7051,8.3548,3.5681,13.9247,2.7126,2.8373,0.732,3.7692,0.9102,4.816713,-0.051959,0.236974,0.038385,521.8989,41.8497,F0,normal
534.1,43.758,600.0,468.0,587.4,35.1606,628.0,526.0,-19.5503,5.2792,-12.219,-26.8817,507.0,1.4907,509.0,505.0,11.1701,0.0651,11.3187,11.0712,11.8814,0.1649,12.2299,11.5666,13.9391,0.6785,14.5801,12.0638,562.6332,3.7482,566.1272,553.8086,13.9391,0.6785,14.5801,12.0638,12.3302,0.2443,12.5989,11.7051,7.306,3.1648,13.9247,2.7126,2.769,0.6618,3.2614,0.9102,0.981329,0.073916,-0.207352,0.034748,553.8086,10.4059,F0,normal
594.2,30.3527,623.0,541.0,519.3,47.9538,589.0,450.0,-20.5279,5.6672,-12.219,-26.8817,506.5,1.0801,508.0,505.0,11.1536,0.0,11.1536,11.1536,11.8896,0.0471,11.9808,11.815,14.1061,0.0436,14.1568,14.0723,559.2574,7.7204,566.1272,543.4285,14.1061,0.0436,14.1568,14.0723,12.3831,0.0188,12.4028,12.347,8.1559,2.1608,11.9355,5.4252,2.9524,0.0436,3.0031,2.9187,-2.33514,-0.003073,-0.444326,0.036706,543.4285,-22.081,F0,normal
616.0,7.0079,623.0,603.0,445.5,40.2858,508.0,398.0,-19.0616,5.737,-12.219,-26.8817,506.5,0.9718,508.0,505.0,11.1701,0.0522,11.3187,11.1536,11.8896,0.0262,11.8979,11.815,14.1824,0.2623,14.9201,14.0723,537.9716,18.3239,561.3217,510.888,14.1824,0.2622,14.9201,14.0723,12.4141,0.1062,12.7122,12.347,7.7219,2.6179,11.9355,4.521,3.0123,0.2108,3.6014,2.9187,-6.00738,0.009781,0.414704,0.035432,510.888,-50.4337,F0,normal
589.7,29.6462,621.0,535.0,398.9,17.2076,436.0,379.0,-18.0841,4.4914,-12.219,-21.9941,506.4,0.9661,508.0,505.0,11.1785,0.1652,11.484,10.824,11.873,0.04,11.8979,11.815,14.1065,0.3198,14.9201,13.651,503.4631,23.2688,536.5338,463.6087,14.1065,0.3197,14.9201,13.651,12.386,0.1263,12.7122,12.2617,7.4145,1.9365,9.7654,4.521,2.928,0.3471,3.6014,2.4148,-7.636783,-0.046197,0.059243,0.035919,463.6087,-72.9251,F0,normal
528.7,44.2268,591.0,464.0,401.6,21.3864,441.0,379.0,-18.5728,4.0238,-12.219,-21.9941,506.7,0.9487,508.0,505.0,11.1538,0.2199,11.484,10.7417,11.8647,0.0428,11.8979,11.815,14.0055,0.4224,14.835,13.1475,470.3246,17.7615,500.3009,452.6461,14.0055,0.4224,14.835,13.1475,12.3414,0.1132,12.4915,12.0937,7.1794,1.5059,8.8612,4.521,2.8517,0.5908,4.0933,1.8288,-5.541903,-0.005927,0.207352,0.039489,452.6461,-47.6548,F0,normal
456.2,42.0365,518.0,401.0,456.6,47.638,526.0,391.0,-19.0616,4.7219,-12.219,-26.8817,506.9,0.7379,508.0,506.0,11.1702,0.1639,11.3187,10.7417,11.8564,0.0437,11.8979,11.815,14.1068,0.4058,14.835,13.1475,458.3626,4.8501,467.6949,452.6461,14.1068,0.4058,14.835,13.1475,12.3778,0.1076,12.4915,12.0937,7.324,2.5163,11.9355,3.6168,2.9366,0.5389,4.0933,1.8288,0.925332,-0.019582,-0.710922,0.041586,452.6461,8.7804,F0,normal
405.1,21.5017,448.0,381.0,534.5,47.6917,607.0,458.0,-19.0616,4.7219,-12.219,-26.8817,506.6,0.6992,508.0,506.0,11.1784,0.0874,11.3187,10.9887,11.5937,0.9069,12.0638,9.0217,14.1653,0.1713,14.5801,13.9036,475.222,18.0649,506.7593,453.0276,14.1654,0.1713,14.5801,13.9036,12.3125,0.3132,12.5439,11.444,7.6676,2.2735,11.9355,3.6168,3.2001,0.7014,5.1351,2.8361,5.86945,0.000528,0.0,0.040111,453.0276,53.7317,F0,normal
400.4,18.2951,437.0,381.0,599.4,33.0629,629.0,539.0,-19.5503,4.7499,-12.219,-26.8817,507.0,0.8165,508.0,506.0,11.1867,0.0797,11.2361,10.9887,11.6103,0.9121,12.0638,9.0217,14.14,0.1729,14.5801,13.9036,509.8563,23.3176,540.9958,473.7747,14.14,0.1729,14.5801,13.9036,12.3123,0.3132,12.5439,11.444,7.2336,2.1834,11.9355,3.6168,3.1665,0.7131,5.1351,2.8361,7.646079,-0.010293,-0.562813,0.038345,473.7747,67.2211,F0,normal
447.9,43.8367,514.0,388.0,623.8,5.4528,629.0,612.0,-21.0166,5.5488,-12.219,-26.8817,506.9,1.1972,508.0,504.0,11.1949,0.0435,11.2361,11.1536,11.9062,0.0913,12.1468,11.815,14.1399,0.104,14.4106,14.0723,543.6078,16.3,565.1283,518.3763,14.1399,0.104,14.4106,14.0723,12.4137,0.0378,12.4874,12.3745,8.1559,3.6552,15.914,3.6168,2.945,0.1194,3.2569,2.8361,5.36163,0.006151,0.17773,0.038661,518.3763,46.752,F0,normal
520.7,44.5946,589.0,453.0,597.2,30.5461,629.0,544.0,-20.5279,4.6368,-12.219,-26.8817,506.4,0.9661,507.0,504.0,11.2363,0.2062,11.815,11.1536,11.8896,0.0993,12.1468,11.815,14.2757,0.3423,15.1759,14.0723,561.3981,6.2442,566.9466,548.1104,14.2757,0.3423,15.1759,14.0723,12.4672,0.1343,12.7149,12.3745,8.6442,3.0982,15.914,4.521,3.0394,0.3818,4.0223,2.5956,1.71411,0.004179,0.622056,0.036566,548.1104,18.8362,F0,normal
586.0,35.0175,622.0,527.0,532.9,47.5872,603.0,465.0,-20.0391,3.4174,-12.219,-21.9941,506.6,0.9661,508.0,505.0,11.4689,0.6784,13.3151,11.1536,11.8482,0.0428,11.8979,11.815,14.0988,0.5239,15.1759,13.0638,561.4519,5.9419,566.9466,549.1398,14.0988,0.5239,15.1759,13.0638,12.472,0.2661,12.9827,12.0108,8.0293,2.1179,11.393,4.521,2.7716,0.6074,4.0223,1.8372,-1.668018,-0.128461,-0.118487,0.035692,549.1398,-17.1366,F0,normal
616.6,6.7363,623.0,601.0,455.9,44.1926,525.0,396.0,-20.0391,3.4174,-12.219,-21.9941,506.5,0.9718,508.0,505.0,11.411,0.6703,13.3151,11.1536,11.8482,0.0428,11.8979,11.815,13.9631,0.3388,14.1568,13.0638,542.8081,17.6014,564.281,514.848,13.9631,0.3388,14.1568,13.0638,12.4074,0.2349,12.9827,12.0108,8.1559,2.0414,11.393,4.521,2.6937,0.4357,3.0031,1.8372,-5.761968,0.017857,-0.236974,0.036917,514.848,-49.433,F0,normal
597.8,25.3807,623.0,551.0,404.4,20.2496,446.0,388.0,-17.1065,6.0959,-7.3314,-21.9941,507.3,2.406,514.0,506.0,11.1866,0.0577,11.2361,11.0712,11.9812,0.3531,12.9801,11.815,14.0473,0.297,14.3259,13.2312,510.4036,21.4641,541.2024,476.5212,14.0474,0.297,14.3259,13.2312,12.4051,0.1739,12.791,12.0668,6.5283,3.457,9.7654,-1.085,2.8607,0.2639,3.1723,2.1601,-7.08125,-0.000487,0.710922,0.033516,476.5212,-64.6812,F0,normal
541.3,42.9342,600.0,475.0,397.5,15.6294,430.0,381.0,-15.6403,6.1176,-7.3314,-21.9941,507.5,2.4152,514.0,505.0,11.1949,0.0583,11.2361,11.0712,11.9978,0.3483,12.9801,11.815,14.0389,0.2948,14.3259,13.2312,475.485,19.9848,506.786,453.059,14.0389,0.2948,14.3259,13.2312,12.4105,0.1727,12.791,12.0668,5.588,3.1177,9.7654,-1.085,2.844,0.2592,3.1723,2.1601,-6.399496,0.036656,-0.622056,0.032893,453.059,-53.727,F0,normal
468.9,43.6411,533.0,406.0,443.0,46.65,516.0,381.0,-18.5728,7.659,-2.4438,-26.8817,506.6,0.9661,508.0,505.0,11.261,0.1701,11.7322,11.1536,11.873,0.056,11.9808,11.815,14.0808,0.0739,14.1568,13.9036,458.1241,4.3152,464.2693,452.5622,14.0808,0.0739,14.1568,13.9036,12.4049,0.0417,12.5112,12.3745,7.3783,3.1838,11.9355,0.9042,2.8198,0.2345,3.0031,2.1714,0.090919,0.002566,-0.325839,0.040541,452.5622,0.9929,F0,normal
412.9,25.7831,462.0,385.0,519.4,47.968,589.0,444.0,-21.0166,7.2128,-2.4438,-26.8817,507.1,1.3703,509.0,505.0,11.3105,0.1846,11.7322,11.1536,11.7821,0.2532,11.8979,11.0712,14.123,0.1068,14.3259,13.9036,470.3689,15.6013,497.5671,452.5622,14.123,0.1068,14.3259,13.9036,12.4052,0.1129,12.5968,12.1547,7.6857,3.5898,11.9355,0.9042,2.829,0.2492,3.0856,2.1714,5.03076,0.01945,-0.118487,0.044681,452.5622,44.4777,F0,normal
397.1,13.6255,428.0,381.0,590.6,38.6069,629.0,528.0,-21.0166,3.0912,-17.1065,-26.8817,506.6,1.7764,509.0,504.0,11.2692,0.1567,11.5666,10.9887,11.7903,0.2557,11.8979,11.0712,14.0647,0.4507,14.4106,12.813,503.4584,24.3194,537.9707,468.8203,14.0647,0.4507,14.4106,12.813,12.3748,0.1853,12.5975,11.9824,8.4995,3.2696,13.0205,3.7977,2.8119,0.4544,3.2525,1.5769,8.005005,-0.072788,0.296217,0.041744,468.8203,69.1504,F0,normal
